,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.5728823797722582,0.6789353275018027,0.5281335893670696,0.5335573398340996,0.6358440251484312,0.5898705323247324
Epoch 2,0.7225009823564118,0.719912973957688,0.5913872910312888,0.5732034829906983,0.7271815595175325,0.6668372579707239
Epoch 3,0.7668267603135519,0.7381210780386559,0.6205612033585601,0.5991499707352214,0.7597003496649765,0.6968718724221932
Epoch 4,0.7858454460099572,0.7532108967271102,0.6404345137241613,0.6133918549397247,0.7776684488490264,0.7141102320499959
Epoch 5,0.7966465016893967,0.764001311353482,0.6492308280620505,0.6213363503536173,0.7899228993767817,0.7242275781670656
Epoch 6,0.8036552815885392,0.7698348598695409,0.6607445192778343,0.6296726747669825,0.8010100531878395,0.7329834777381473
Epoch 7,0.8138354403974076,0.7752553915490097,0.6693666083060356,0.6361240671572257,0.8107364091572287,0.7410635833133814
Epoch 8,0.8227552709568375,0.7830258703234803,0.6756483418991679,0.6374746896189198,0.8182277691052477,0.7474263883807307
Epoch 9,0.8304917912915466,0.7882751248296272,0.6848882793968146,0.6433632659989983,0.8227477667608055,0.7539532456555584
Epoch 10,0.8362569986312485,0.7943768812724188,0.6941589362363041,0.6485108655367648,0.8321681828044946,0.761094372896246
Epoch 11,0.8422659842048261,0.8014990275001946,0.6969834472306939,0.6573563324975802,0.8397155486626748,0.767564068019194
Epoch 12,0.847995674701431,0.8082367040722029,0.7069594746601905,0.6670325693283055,0.8467328512630494,0.7753914548050359
Epoch 13,0.853805524199209,0.8147758154637086,0.7200602361722956,0.6724066242856617,0.8540237993988116,0.7830143999039374
Epoch 14,0.8627000392209977,0.8230971679273379,0.7294420300086599,0.6790216450035744,0.8627877001503572,0.7914097164621854
Epoch 15,0.8672554394981543,0.8319252816213774,0.7409041826687752,0.691411651625793,0.8721219395097799,0.800723698984776
